Title,URL,Description,Regulation Number,Sector,Sub Sector,Regulation Type,Year,status
SEOJK tentang Perlakuan Akuntansi atas Aset Menara Telekomunikasi yang Disewakan,/id/regulasi/Pages/SEOJK-tentang-Perlakuan-Akuntansi-atas-Aset-Menara-Telekomunikasi-yang-Disewakan.aspx,SEOJK tentang Perlakuan Akuntansi atas Aset Menara Telekomunikasi yang Disewakan,27/SEOJK.04/2015,Pasar Modal,"Emiten dan Perusahaan Publik, Peraturan Lainnya",Surat Edaran OJK,2015,Success
SEOJK tentang Penilaian Investasi Surat Berharga bagi Dana Pensiun,/id/regulasi/Pages/SEOJK-tentang-Penilaian-Investasi-Surat-Berharga-bagi-Dana-Pensiun.aspx,SEOJK tentang Penilaian Investasi Surat Berharga bagi Dana Pensiun,26 /SEOJK.05/2015,IKNB,Dana Pensiun,Surat Edaran OJK,2015,Success
SEOJK tentang Penilaian Investasi Surat Berharga Syariah dan Perhitungan Dana untuk Mengantisipasi Risiko Kegagalan Pengelolaan Kekayaan dan atau Kewajiban Perusahaan Asuransi Syariah dan Perusahaan Reasuransi Syariah,/id/regulasi/Pages/SEOJK-tentang-Penilaian-Investasi-Surat-Berharga-Syariah-dan-Perhitungan-Dana-.aspx,SEOJK tentang Penilaian Investasi Surat Berharga Syariah dan Perhitungan Dana untuk Mengantisipasi Risiko Kegagalan Pengelolaan Kekayaan dan atau Kewajiban Perusahaan Asuransi Syariah dan Perusahaan Reasuransi Syariah,25/SEOJK.05/2015,IKNB,IKNB Syariah,Surat Edaran OJK,2015,Success
SEOJK tentang Penilaian Investasi Surat Utang dan Penyesuaian Modal Minimum Berbasis Risiko bagi Perusahaan Asuransi dan Reasuransi ,/id/regulasi/Pages/SEOJK-tentang-Penilaian-Investasi-Surat-Utang-dan-Penyesuaian-Modal-Minimum-bagi-Perusahaan-Asuransi-dan-Reasuransi-.aspx,SEOJK tentang Penilaian Investasi Surat Utang dan Penyesuaian Modal Minimum Berbasis Risiko bagi Perusahaan Asuransi dan Reasuransi,24/SEOJK.05/2015,IKNB,Asuransi,Surat Edaran OJK,2015,Success
SEOJK tentang Kontribusi Dana Jaminan Berdasarkan Nilai Transaksi,/id/regulasi/Pages/SEOJK-tentang-Kontribusi-Dana-Jaminan-Berdasarkan-Nilai-Transaksi.aspx,SEOJK tentang Kontribusi Dana Jaminan Berdasarkan Nilai Transaksi,23 /SEOJK.04/2015,Pasar Modal,"Bursa Efek, Lembaga Kliring dan Penjaminan, Lembaga Penyimpanan dan Penyelesaian, Perusahaan Efek, Wakil Perusahaan Efek",Surat Edaran OJK,2015,Success
POJK tentang Ketentuan Kehati-hatian dalam Rangka Stimulus Perekonomian Nasional bagi BUS dan UUS ,/id/regulasi/Pages/POJK-tentang-Ketentuan-Kehati-hatian-dalam-Rangka-Stimulus-Perekonomian-Nasional-bagi-BUS-dan-UUS-.aspx,POJK tentang Ketentuan Kehati-hatian dalam Rangka Stimulus Perekonomian Nasional bagi Bank Umum Syariah dan Unit Usaha Syariah,12/POJK.03/2015,Perbankan,Perbankan Syariah,Peraturan OJK,2015,Success
POJK tentang Ketentuan Kehati-hatian dalam Rangka Stimulus Perekonomian Nasional bagi Bank Umum,/id/regulasi/Pages/POJK-tentang-Ketentuan-Kehati-hatian-dalam-Rangka-Stimulus-Perekonomian-Nasional-bagi-Bank-Umum.aspx,POJK tentang Ketentuan Kehati-hatian dalam Rangka Stimulus Perekonomian Nasional bagi Bank Umum,11/POJK.03/2015,Perbankan,Bank Umum,Peraturan OJK,2015,Success
SEOJK tentang Kondisi Lain sebagai Kondisi Pasar yang Berfluktuasi secara Signifikan dalam Pelaksanaan Pembelian Kembali Saham yang Dikeluarkan oleh Emiten atau Perusahaan Publik,/id/regulasi/Pages/SEOJK-tentang-Kondisi-Lain-sebagai-Kondisi-Pasar-yang-Berfluktuasi-secara-Signifikan.aspx,SEOJK tentang Kondisi Lain sebagai Kondisi Pasar yang Berfluktuasi secara Signifikan dalam Pelaksanaan Pembelian Kembali Saham yang Dikeluarkan oleh Emiten atau Perusahaan Publik,22/SEOJK.04/2015,Pasar Modal,Emiten dan Perusahaan Publik,Surat Edaran OJK,2015,Success
POJK tentang Penerbitan Sertifikat Deposito oleh Bank,/id/regulasi/Pages/POJK-tentang-Penerbitan-Sertifikat-Deposito-oleh-Bank.aspx,POJK tentang Penerbitan Sertifikat Deposito oleh Bank,10/POJK.03/2015,Perbankan,Bank Umum,Peraturan OJK,2015,Success
SEOJK tentang Penetapan Tarif Premi atau Kontribusi pada Lini Usaha Asuransi Harta Benda dan Asuransi Kendaraan Bermotor Tahun 2015,/id/regulasi/Pages/SEOJK-tentang-Penetapan-Tarif-Premi-pada-Lini-Usaha-Asuransi-Harta-Benda-dan-Asuransi-Kendaraan-Bermotor-Tahun-2015.aspx,SEOJK tentang Penetapan Tarif Premi atau Kontribusi pada Lini Usaha Asuransi Harta Benda dan Asuransi Kendaraan Bermotor Tahun 2015,21/SEOJK.05/2015,IKNB,Asuransi,Surat Edaran OJK,2015,Success
SEOJK tentang BEsaran Uang Muka (Down Payment) Pembiayaan Kendaraan Bermotor untuk Pembiayaan Syariah,/id/regulasi/Pages/SEOJK-tentang-BEsaran-Uang-Muka-(Down-Payment)-Pembiayaan-Kendaraan-Bermotor-untuk-Pembiayaan-Syariah.aspx,SEOJK tentang BEsaran Uang Muka (Down Payment) Pembiayaan Kendaraan Bermotor untuk Pembiayaan Syariah,20/SEOJK.05/2015,IKNB,"IKNB Syariah, Lembaga Pembiayaan, Lembaga Jasa Keuangan Khusus, Lembaga Keuangan Mikro",Surat Edaran OJK,2015,Success
SEOJK tentang Besaran Uang Muka (Down Payment) Pembiayaan Kendaraan Bermotor bagi Perusahaan Pembiayaan,/id/regulasi/Pages/SEOJK-tentang-Besaran-Uang-Muka-(Down-Payment)-Pembiayaan-Kendaraan-Bermotor-bagi-Perusahaan-Pembiayaan.aspx,SEOJK tentang Besaran Uang Muka (Down Payment) Pembiayaan Kendaraan Bermotor bagi Perusahaan Pembiayaan,19/SEOJK.05/2015,IKNB,"Lembaga Pembiayaan, Lembaga Jasa Keuangan Khusus, Lembaga Keuangan Mikro",Surat Edaran OJK,2015,Success
Situs Web Emiten atau Perusahaan Publik,/id/regulasi/Pages/Situs-Web-Emiten-atau-Perusahaan-Publik.aspx,​Peraturan Otoritas Jasa Keuangan Nomor 8/POJK.04/2015 Tentang Situs Web Emiten Atau Perusahaan Publik.,8/POJK.04/2015,Pasar Modal,Emiten dan Perusahaan Publik,Peraturan OJK,2015,Success
POJK tentang Pedoman Transaksi Repurchase Agreement bagi Lembaga Jasa Keuangan,/id/regulasi/Pages/POJK-tentang-Pedoman-Transaksi-Repurchase-Agreement-bagi-Lembaga-Jasa-Keuangan.aspx,POJK tentang Pedoman Transaksi Repurchase Agreement bagi Lembaga Jasa Keuangan,9/POJK.04/2015,Pasar Modal,"Bursa Efek, Lembaga Kliring dan Penjaminan, Lembaga Penyimpanan dan Penyelesaian, Reksa Dana, Perusahaan Efek, Wakil Perusahaan Efek",Peraturan OJK,2015,Success
POJK tentang Situs Web Emiten atau Perusahaan Publik,/id/regulasi/Pages/POJK-tentang-Situs-Web-Emiten-atau-Perusahaan-Publik.aspx,POJK tentang Situs Web Emiten atau Perusahaan Publik,8/POJK.04/2015,Pasar Modal,Emiten dan Perusahaan Publik,Peraturan OJK,2015,Success
SEOJK tentang Transparansi dan Publikasi Laporan Bank Umum Syariah dan Unit Usaha Syariah,/id/regulasi/Pages/SEOJK-tentang-Transparansi-dan-Publikasi-Laporan-Bank-Umum-Syariah-dan-Unit-Usaha-Syariah.aspx,SEOJK tentang Transparansi dan Publikasi Laporan Bank Umum Syariah dan Unit Usaha Syariah,18/SEOJK.03/2015,Perbankan,Perbankan Syariah,Surat Edaran OJK,2015,Success
"SEOJK tentang Penunjukan Akuntan Publik, Aktuaris, dan, atau Penilaian Independen sebagai Pemeriksa Lembaga Jasa Keuangan Non-Bank","/id/regulasi/Pages/SEOJK-tentang-Penunjukan-Akuntan-Publik,-Aktuaris,-dan,-atau-Penilaian-Independen-sebagai-Pemeriksa-LJKNB.aspx","SEOJK tentang Penunjukan Akuntan Publik, Aktuaris, dan, atau Penilaian Independen sebagai Pemeriksa Lembaga Jasa Keuangan Non-Bank",17/SEOJK.05/2015,IKNB,"Asuransi, Dana Pensiun, Lembaga Pembiayaan, Lembaga Jasa Keuangan Khusus, Lembaga Keuangan Mikro",Surat Edaran OJK,2015,Success
SEOJK tentang Bank Perkreditan Rakyat,/id/regulasi/Pages/SEOJK-tentang-Bank-Perkreditan-Rakyat.aspx,SEOJK tentang Bank Perkreditan Rakyat,16/SEOJK.03/2015,Perbankan,BPR,Surat Edaran OJK,2015,Success
SEOJK tentang Penerapan Tata Kelola Terintegrasi bagi Konglomerasi Keuangan,/id/regulasi/Pages/SEOJK-tentang-Penerapan-Tata-Kelola-Terintegrasi-bagi-Konglomerasi-Keuangan.aspx,SEOJK tentang Penerapan Tata Kelola Terintegrasi bagi Konglomerasi Keuangan,15/SEOJK.03/2015,Perbankan,"Bank Umum, BPR, Perbankan Syariah",Surat Edaran OJK,2015,Success
SEOJK tentang Penerapan Manajemen Risiko Terintegrasi bagi Konglomerasi Keuangan,/id/regulasi/Pages/SEOJK-tentang-Penerapan-Manajemen-Risiko-Terintegrasi-bagi-Konglomerasi-Keuangan.aspx,SEOJK tentang Penerapan Manajemen Risiko Terintegrasi bagi Konglomerasi Keuangan,14 /SEOJK.03/2015,Perbankan,"Bank Umum, BPR, Perbankan Syariah",Surat Edaran OJK,2015,Success
POJK tentang Perubahan atas Peraturan Otoritas Jasa Keuangan tentang Tata Cara Penagihan Sanksi Administratif Berupa Denda di Sektor Jasa Keuangan ,/id/regulasi/Pages/POJK-tentang-Perubahan-Atas-POJK-tentang-Tata-Cara-Penagihan-Sanksi-Administratif-Berupa-Denda-di-Sektor-Jasa-Keuangan-.aspx,POJK tentang Perubahan Atas Peraturan Otoritas Jasa Keuangan tentang Tata Cara Penagihan Sanksi Administratif Berupa Denda di Sektor Jasa Keuangan,7/POJK.04/2015,Pasar Modal,Sanksi,Peraturan OJK,2015,Success
SEOJK tentang Perhitungan Aset Tertimbang Menurut Risiko untuk Risiko Operasional dengan Menggunakan Pendekatan Indikator Dasar bagi Bank Umum Syariah,/id/regulasi/Pages/SEOJK-tentang-Perhitungan-ATMR-untuk-Risiko-Operasional-dengan-Menggunakan-PID-bagi-Bank-Umum-Syariah.aspx,SEOJK tentang Perhitungan Aset Tertimbang Menurut Risiko untuk Risiko Operasional dengan Menggunakan Pendekatan Indikator Dasar bagi Bank Umum Syariah,13/SEOJK.03/2015,Perbankan,"Bank Umum, Perbankan Syariah",Surat Edaran OJK,2015,Success
SEOJK tentang Kewajiban Penyediaan Modal Minimum Sesuai Profil Risiko bagi Bank Umum Syariah,/id/regulasi/Pages/SEOJK-tentang-Kewajiban-Penyediaan-Modal-Minimum-Sesuai-Profil-Risiko-bagi-Bank-Umum-Syariah.aspx,SEOJK tentang Kewajiban Penyediaan Modal Minimum Sesuai Profil Risiko bagi Bank Umum Syariah,12/SEOJK.03/2015,Perbankan,Perbankan Syariah,Surat Edaran OJK,2015,Success
SEOJK tentang Transparansi dan Publikasi Laporan Bank Umum Konvensional,/id/regulasi/Pages/SEOJK-tentang-Transparansi-dan-Publikasi-Laporan-Bank-Umum-Konvensional.aspx,SEOJK tentang Transparansi dan Publikasi Laporan Bank Umum Konvensional,11 /SEOJK.03/2015,Perbankan,Bank Umum,Surat Edaran OJK,2015,Success
SEOJK tentang Pedoman Pembentukan Penyisihan Kontribusi dan Metode Perhitungan Penyisihan Klaim pada Usaha asuransi Syariah atau Reasuransi Syariah,/id/regulasi/Pages/SEOJK-tentang-Pedoman-Pembentukan-Penyisihan-Kontribusi-dan-Metode-Perhitungan-Penyisihan-Klaim-pada-Usaha-asuransi-Syariah.aspx,SEOJK tentang Pedoman Pembentukan Penyisihan Kontribusi dan Metode Perhitungan Penyisihan Klaim pada Usaha asuransi Syariah,10/SEOJK.05/2015,IKNB,"IKNB Syariah, Asuransi",Surat Edaran OJK,2015,Success
POJK tentang Investasi Dana Pensiun,/id/regulasi/Pages/POJK-tentang-Investasi-Dana-Pensiun.aspx,POJK tentang Investasi Dana Pensiun,3/POJK.05/2015,IKNB,Dana Pensiun,Peraturan OJK,2015,Success
POJK tentang Transparansi dan Publikasi Laporan Bank,/id/regulasi/Pages/POJK-tentang-Transparansi-dan-Publikasi-Laporan-Bank.aspx,POJK tentang Transparansi dan Publikasi Laporan Bank,6/POJK.03/2015,Perbankan,Bank Umum,Peraturan OJK,2015,Success
POJK tentang Kewajiban Penyediaan Modal Minimum dan Pemenuhan Modal Inti Minimum Bank Perkreditan Rakyat,/id/regulasi/Pages/POJK-tentang-Kewajiban-Penyediaan-Modal-Minimum-dan-Pemenuhan-Modal-Inti-Minimum-BPR.aspx,POJK tentang Kewajiban Penyediaan Modal Minimum dan Pemenuhan Modal Inti Minimum Bank Perkreditan Rakyat,5/POJK.03/2015,Perbankan,BPR,Peraturan OJK,2015,Success
POJK tentang Penerapan Tata Kelola bagi Bank Perkreditan Rakyat,/id/regulasi/Pages/POJK-tentang-Penerapan-Tata-Kelola-bagi-Bank-Perkreditan-Rakyat.aspx,POJK tentang Penerapan Tata Kelola bagi Bank Perkreditan Rakyat,4/POJK.03/2015,Perbankan,BPR,Peraturan OJK,2015,Success
POJK tentang Pemeliharaan dan Pelaporan Data Asuransi,/id/regulasi/Pages/POJK-Tentang-Pemeliharaan-dan-Pelaporan-Data-Asuransi.aspx,POJK tentang Pemeliharaan dan Pelaporan Data Asuransi,2/POJK.05/2015,IKNB,Asuransi,Peraturan OJK,2015,Success
SEOJK tentang Pedoman Akuntansi Perbankan Syariah Indonesia bagi Bank Pembiayaan Rakyat Syariah,/id/regulasi/Pages/SEOJK-tentang-Pedoman-Akuntansi-Perbankan-Syariah-Indonesia-bagi-Bank-Pembiayaan-Rakyat-Syariah.aspx,SEOJK tentang Pedoman Akuntansi Perbankan Syariah Indonesia bagi Bank Pembiayaan Rakyat Syariah,9/SEOJK.03/2015,Perbankan,Perbankan Syariah,Surat Edaran OJK,2015,Success
POJK tentang Penerapan Manajemen Risiko Bagi Lembaga Jasa Keuangan Non-Bank,/id/regulasi/Pages/POJK-Tentang-Penerapan-Manajemen-Risiko-Bagi-Lembaga-Jasa-Keuangan-Non-Bank.aspx,POJK tentang Penerapan Manajemen Risiko Bagi Lembaga Jasa Keuangan Non-Bank,1/POJK.05/2015,IKNB,"Asuransi, Dana Pensiun, Lembaga Pembiayaan, Lembaga Jasa Keuangan Khusus, Lembaga Keuangan Mikro",Peraturan OJK,2015,Success
SEOJK tentang Penilaian Kualitas Aset Bank Umum Syariah dan Unit Usaha Syariah,/id/regulasi/Pages/SEOJK-tentang-Penilaian-Kualitas-Aset-Bank-Umum-Syariah-dan-Unit-Usaha-Syariah.aspx,SEOJK tentang Penilaian Kualitas Aset Bank Umum Syariah dan Unit Usaha Syariah,8/SEOJK.03/2015,Perbankan,"Bank Umum, Perbankan Syariah",Surat Edaran OJK,2015,Success
SEOJK tentang Pedoman Penilaian Lembaga Alternatif Penyelesaian Sengketa di Sektor Jasa Keuangan,/id/regulasi/Pages/SEOJK-tentang-PEdoman-Penilaian-Lembaga-Alternatif-Penyelesaian-Sengketa-di-Sektor-Jasa-Keuangan.aspx,SEOJK tentang Penilaian Lembaga Alternatif Penyelesaian Sengketa di Sektor Jasa Keuangan,7 /SEOJK.07/2015,EPK,Peraturan Lainnya,Surat Edaran OJK,2015,Success
SEOJK tentang Layanan Keuangan Tanpa Kantor dalam Rangka Keuangan Inklusif oleh Bank,/id/regulasi/Pages/SEOJK-tentang-Layanan-Keuangan-Tanpa-Kantor-dalam-Rangka-Keuangan-Inklusif-oleh-Bank.aspx,SEOJK tentang Layanan Keuangan Tanpa Kantor dalam Rangka Keuangan Inklusif oleh Bank.,6/SEOJK.03/2015,Perbankan,"Bank Umum, BPR, Perbankan Syariah",Surat Edaran OJK,2015,Success
SEOJK tentang Penilaian Tingkat Risiko Lembaga Jasa Keuangan Non-Bank Syariah,/id/regulasi/Pages/SEOJK-tentang-Penilaian-Tingkat-Risiko-Lembaga-Jasa-Keuangan-Non-Bank-Syariah.aspx,SEOJK tentang Penilaian Tingkat Risiko Lembaga Jasa Keuangan Non-Bank Syariah,5/SEOJK.05/2015,IKNB,"Asuransi, Dana Pensiun, Lembaga Pembiayaan, Lembaga Jasa Keuangan Khusus, Lembaga Keuangan Mikro",Surat Edaran OJK,2015,Success
SEOJK tentang Penilaian Tingkat Risiko Perusahaan Pembiayaan,/id/regulasi/Pages/SEOJK-tentang-Penilaian-Tingkat-Risiko-Perusahaan-Pembiayaan.aspx,SEOJK tentang Penilaian Tingkat Risiko Perusahaan Pembiayaan,4/SEOJK.05/2015,IKNB,Lembaga Pembiayaan,Surat Edaran OJK,2015,Success
SEOJK tentang Penilaian Tingkat Risiko Dana Pensiun,/id/regulasi/Pages/SEOJK-tentang-Penilaian-Tingkat-Risiko-Dana-Pensiun.aspx,SEOJK tentang Penilaian TIngkat Risiko Dana Pensiun,2 /SEOJK.05/2015,IKNB,Dana Pensiun,Surat Edaran OJK,2015,Success
SEOJK tentang Prosedur Penyelesaian Kesalahan Penghitungan Nilai Aktiva Bersih Reksa Dana,/id/regulasi/Pages/SEOJK-tentang-Prosedur-Penyelesaian-Kesalahan-Penghitungan-Nilai-Aktiva-Bersih-Reksa-Dana.aspx,SEOJK tentang Prosedur Penyelesaian Kesalahan Penghitungan Nilai Aktiva Bersih Reksa Dana,1/SEOJK.04/2015,Pasar Modal,Reksa Dana,Surat Edaran OJK,2015,Success
Kewajiban Penyediaan Modal Minimum Bank Umum Syariah,/id/regulasi/Pages/Kewajiban-Penyediaan-Modal-Minimum-Bank-Umum-Syariah.aspx,​Peraturan Otoritas Jasa Keuangan Nomor 21/POJK.03/2014 tentang Kewajiban Penyediaan Modal Minimum Bank Umum Syariah.,21/POJK.03/2014,Perbankan,Perbankan Syariah,Peraturan OJK,2015,Success
Penilaian Kualitas Aset Bank Umum Syariah dan Unit Usaha Syariah,/id/regulasi/Pages/Penilaian-Kualitas-Aset-Bank-Umum-Syariah-dan-Unit-Usaha-Syariah-2014.aspx,​Peraturan Otoritas Jasa Keuangan Nomor 16/POJK.03/2014 tentang Penilaian Kualitas Aset Bank Umum Syariah dan Unit Usaha Syariah.,16/POJK.03/2014,Perbankan,Perbankan Syariah,Peraturan OJK,2015,Success
Penambahan Modal Perusahaan Terbuka Tanpa Memberi Hak Memesan Efek Terlebih Dahulu,/id/regulasi/Pages/Penambahan-Modal-Perusahaan-Terbuka-Tanpa-Memberi-Hak-Memesan-Efek-Terlebih-Dahulu.aspx,​Peraturan Otoritas Jasa Keuangan Nomor 38/POJK.04/2014 Tentang Penambahan Modal Perusahaan Terbuka Tanpa Memberikan Hak Memesan Efek Terlebih Dahulu.,38/POJK.04/2014,Pasar Modal,"Bursa Efek, Emiten dan Perusahaan Publik",Peraturan OJK,2014,Success
Laporan Bulanan Pengelolaan Program Jaminan Ketenagakerjaan bagi BPJS Ketenagakerjaan,/id/regulasi/Pages/Laporan-Bulanan-Pengelolaan-Program-Jaminan-Ketenagakerjaan-bagi-BPJS-Ketenagakerjaan.aspx,SEOJK tentang Laporan Bulanan Pengelolaan Program Jaminan Ketenagakerjaan bagi Badan Penyelenggara Jaminan Sosial Ketenagakerjaan,20/SEOJK.05/2014,IKNB,"IKNB Syariah, Asuransi, Dana Pensiun, Lembaga Pembiayaan, Lembaga Jasa Keuangan Khusus, Lembaga Keuangan Mikro",Surat Edaran OJK,2014,Success
SEOJK tentang Laporan Bulanan Pengelolaan Program Jaminan Kesehatan bagi Badan Penyelenggara Jaminan Sosial Kesehatan,/id/regulasi/Pages/SEOJK-tentang-Laporan-Bulanan-Pengelolaan-Program-Jaminan-Kesehatan-bagi-Badan-Penyelenggara-Jaminan-Sosial-Kesehatan.aspx,SEOJK tentang Laporan Bulanan Pengelolaan Program Jaminan Kesehatan bagi Badan Penyelenggara Jaminan Sosial Kesehatan,19/SEOJK.05/2014,"IKNB, Syariah","IKNB Syariah, Asuransi, Dana Pensiun, Lembaga Pembiayaan, Lembaga Jasa Keuangan Khusus, Lembaga Keuangan Mikro",Surat Edaran OJK,2014,Success
SEOJK tentang Laporan Bulanan Pengelolaan Program Jaminan Ketenagakerjaan bagi Badan Penyelenggara Jaminan Sosial Ketenagakerjaan,/id/regulasi/Pages/SEOJK-tentang-Laporan-Bulanan-Pengelolaan-Program-Jaminan-Ketenagakerjaan-bagi-BPJS-Ketenagakerjaan.aspx,SEOJK tentang Laporan Bulanan Pengelolaan Program Jaminan Ketenagakerjaan bagi Badan Penyelenggara Jaminan Sosial Ketenagakerjaan,20/SEOJK.05/2014,IKNB,"IKNB Syariah, Asuransi, Dana Pensiun, Lembaga Pembiayaan, Lembaga Jasa Keuangan Khusus, Lembaga Keuangan Mikro",Surat Edaran OJK,2014,Success
POJK tentang Agen Penjual Efek Reksa Dana,/id/regulasi/Pages/POJK-tentang-Agen-Penjual-Efek-Reksa-Dana.aspx,POJK tentang Agen Penjual Efek Reksa Dana,39/POJK.04/2014,Pasar Modal,"Pasar Modal Syariah, Bursa Efek, Reksa Dana, Perusahaan Efek, Wakil Perusahaan Efek, Agen Penjual Reksadana, Lembaga Penunjang Pasar Modal",Peraturan OJK,2014,Success
POJK tentang Penambahan Modal Perusahaan Terbuka tanpa Memberikan Hak Memesan Efek Terlebih Dahulu,/id/regulasi/Pages/POJK-tentang-Penambahan-Modal-Perusahaan-Terbuka-tanpa-Memberikan-Hak-Memesan-Efek-Terlebih-Dahulu.aspx,POJK tentang Penambahan Modal Perusahaan Terbuka tanpa Memberikan Hak Memesan Efek Terlebih Dahulu,38/POJK.04/2014,Perbankan,"Pasar Modal Syariah, Bursa Efek, Reksa Dana, Perusahaan Efek, Wakil Perusahaan Efek, Agen Penjual Reksadana, Lembaga Penunjang Pasar Modal, Profesi Penunjang Pasar Modal",Peraturan OJK,2014,Success
"SEOJK tentang Laporan Penerapan Tata Kelola Perusahaan yang Baik bagi Perusahaan Pialang Asuransi, Perusahaan Pialang Reasuransi, dan Perusahaan Penilai Kerugian Asuransi","/id/regulasi/Pages/SEOJK-tentang-Tata-Kelola-Perusahaan-yang-Baik-bagi-Perusahaan-Pialang-Asuransi,-Pialang-Reasuransi,-dan-Penilai-Kerugian.aspx","SEOJK tentang Laporan Penerapan Tata Kelola Perusahaan yang Baik bagi Perusahaan Pialang Asuransi, Perusahaan Pialang Reasuransi, dan Perusahaan Penilai Kerugian Asuransi",18/SEOJK.05/2014,IKNB,"IKNB Syariah, Asuransi, Dana Pensiun, Lembaga Pembiayaan, Lembaga Jasa Keuangan Khusus, Lembaga Keuangan Mikro",Surat Edaran OJK,2014,Success
"SEOJK tentang Laporan Penerapan Tata Kelola Perusahaan yang Baik bagi Perusahaan Asuransi, Perusahaan Asuransi Syariah, Perusahaan Reasuransi, dan Perusahaan Reasuransi Syariah","/id/regulasi/Pages/SEOJK-tentang-Tata-Kelola-Perusahaan-yang-Baik-bagi-Perusahaan-Asuransi,-Asuransi-Syariah,-Reasuransi,-dan-Reasuransi-Syari.aspx","SEOJK tentang Laporan Penerapan Tata Kelola Perusahaan yang Baik bagi Perusahaan Asuransi, Perusahaan Asuransi Syariah, Perusahaan Reasuransi, dan Perusahaan Reasuransi Syariah",17/SEOJK.05/2014,IKNB,"IKNB Syariah, Asuransi, Dana Pensiun, Lembaga Pembiayaan, Lembaga Jasa Keuangan Khusus, Lembaga Keuangan Mikro",Surat Edaran OJK,2014,Success
"SEOJK tentang Komite pada Dewan Komisaris Perusahaan Asuransi, Perusahaan Asuransi Syariah, Perusahaan Reasuransi, dan Perusahaan Reasuransi Syariah","/id/regulasi/Pages/SEOJK-tentang-Komite-pada-Dewan-Komisaris-Perusahaan-Asuransi,-Asuransi-Syariah,-Reasuransi,-dan-Reasuransi-Syariah.aspx","SEOJK tentang Komite pada Dewan Komisaris Perusahaan Asuransi, Perusahaan Asuransi Syariah, Perusahaan Reasuransi, dan Perusahaan Reasuransi Syariah",16/SEOJK.05/2014,"IKNB, Syariah","IKNB Syariah, Asuransi, Lembaga Pembiayaan, Lembaga Jasa Keuangan Khusus, Lembaga Keuangan Mikro",Surat Edaran OJK,2014,Success
"SEOJK tentang Rencana Korporasi dan Rencana Bisnis Perusahaan Asuransi, Perusahaan Asuransi Syariah, Perusahaan Reasuransi, dan Perusahaan Reasuransi Syariah","/id/regulasi/Pages/SEOJK-tentang-Rencana-Korporasi-dan-Bisnis-Perusahaan-Asuransi,-Asuransi-Syariah,-Reasuransi,-dan-Reasuransi-Syariah.aspx","SEOJK tentang Rencana Korporasi dan Rencana Bisnis Perusahaan Asuransi, Perusahaan Asuransi Syariah, Perusahaan Reasuransi, dan Perusahaan Reasuransi Syariah",15/SEOJK.05/2014,"IKNB, Syariah","IKNB Syariah, Asuransi, Lembaga Pembiayaan, Lembaga Jasa Keuangan Khusus, Lembaga Keuangan Mikro",Surat Edaran OJK,2014,Success
Sekretaris Perusahaan Emiten atau Perusahaan Publik,/id/regulasi/Pages/Sekretaris-Perusahaan-Emiten-atau-Perusahaan-Publik.aspx,​Peraturan Otoritas Jasa Keuangan Nomor 35/POJK.04/2014 Tentang Sekretaris Perusahaan Emiten Atau Perusahaan Publik.,35/POJK.04/2014,Pasar Modal,Emiten dan Perusahaan Publik,Peraturan OJK,2014,Success
POJK tentang Reksa Dana Berbentuk Kontrak Investasi Kolektif Penyertaan Terbatas,/id/regulasi/Pages/POJK-tentang-Reksa-Dana-Berbentuk-Kontrak-Investasi-Kolektif-Penyertaan-Terbatas.aspx,POJK tentang Reksa Dana Berbentuk Kontrak Investasi Kolektif Penyertaan Terbatas,37/POJK.04/2014,Pasar Modal,"Pasar Modal Syariah, Reksa Dana, Penasehat Investasi, Lembaga Penunjang Pasar Modal",Peraturan OJK,2014,Success
POJK tentang Penawaran Umum Berkelanjutan Efek Bersifat Utang dan/atau Sukuk,/id/regulasi/Pages/POJK-tentang-Penawaran-Umum-Berkelanjutan-Efek-Bersifat-Utang-dan-Sukuk.aspx,POJK tentang Penawaran Umum Berkelanjutan Efek Bersifat Utang dan/atau Sukuk,36/POJK.04/2014,Pasar Modal,"Pasar Modal Syariah, Lembaga Kliring dan Penjaminan, Lembaga Penyimpanan dan Penyelesaian, Reksa Dana, Perusahaan Efek, Wakil Perusahaan Efek, Lembaga Penunjang Pasar Modal, Emiten dan Perusahaan Publik",Peraturan OJK,2014,Success
